name,market_cap,volume,open,close
Bitcoin,861862844506.0,42726733998.0,46311.0,45640.0
Bitcoin,821704814136.0,39633218479.0,43753.0,46311.0
Bitcoin,838457486988.0,42725276705.0,44648.0,43753.0
Bitcoin,803853127161.0,40840608017.0,42802.0,44648.0
Bitcoin,768416417394.0,38527930905.0,40825.0,42802.0
Bitcoin,747085951935.0,27751046040.0,39752.0,40825.0
Bitcoin,720835141114.0,28422901237.0,38368.0,39752.0
Bitcoin,737440183776.0,28057528866.0,39279.0,38368.0
Bitcoin,747403845432.0,28555173662.0,39915.0,39279.0
Bitcoin,784039345926.0,28437941447.0,41754.0,39915.0
Bitcoin,786531956384.0,35530501783.0,41936.0,41754.0
Bitcoin,750407963580.0,28717414113.0,39978.0,41936.0
Bitcoin,751371299911.0,41369107423.0,40031.0,39978.0
Bitcoin,732311951673.0,36401287454.0,39077.0,40031.0
Bitcoin,701921012035.0,53550491998.0,37282.0,39077.0
Bitcoin,664681184169.0,20929083221.0,35456.0,37282.0
Bitcoin,642012590041.0,22120323672.0,34214.0,35456.0
Bitcoin,627747173675.0,22937379735.0,33456.0,34214.0
Bitcoin,607621607805.0,19741588059.0,32409.0,33456.0
Bitcoin,605357009417.0,29070652060.0,32384.0,32409.0
Bitcoin,561743228117.0,23000299062.0,29972.0,32384.0
Bitcoin,580252472383.0,20095540828.0,30928.0,29972.0
Bitcoin,597872278369.0,17742105808.0,31919.0,30928.0
Bitcoin,592581931071.0,17715455995.0,31589.0,31919.0
Bitcoin,588495008676.0,22671859963.0,31400.0,31589.0
Bitcoin,595342431374.0,21557729227.0,31726.0,31400.0
Bitcoin,616691143980.0,21779069066.0,32879.0,31726.0
Bitcoin,613002045101.0,19932531700.0,32676.0,32879.0
Bitcoin,623350567667.0,21683885321.0,33263.0,32676.0
Bitcoin,643335853171.0,17798828844.0,34300.0,33263.0
Bitcoin,632185737683.0,20558304484.0,33705.0,34300.0
Bitcoin,637000370375.0,24282108111.0,33971.0,33705.0
Bitcoin,617861633772.0,29065577052.0,32934.0,33971.0
Bitcoin,636246944189.0,23692220470.0,33932.0,32934.0
Bitcoin,640405812762.0,26106856612.0,34150.0,33932.0
Bitcoin,636061920915.0,25894820185.0,33928.0,34150.0
Bitcoin,663571591568.0,22727930418.0,35394.0,33928.0
Bitcoin,650382046625.0,22986053605.0,34730.0,35394.0
Bitcoin,633684390026.0,25084046353.0,33951.0,34730.0
Bitcoin,629863895572.0,29129630236.0,33678.0,33951.0
Bitcoin,660200427590.0,31024153847.0,35171.0,33678.0
Bitcoin,674231340724.0,35121257876.0,35969.0,35171.0
Bitcoin,647741224117.0,32453802891.0,34557.0,35969.0
Bitcoin,649262127990.0,34335452117.0,34607.0,34557.0
Bitcoin,600235334321.0,36873109420.0,32024.0,34607.0
Bitcoin,598703019611.0,38635245431.0,31943.0,32024.0
Bitcoin,650340461976.0,31862051544.0,34675.0,31943.0
Bitcoin,631634847766.0,39798236962.0,33703.0,34675.0
Bitcoin,606580031923.0,57443014758.0,32508.0,33703.0
Bitcoin,598335733136.0,51873870277.0,31712.0,32508.0
Bitcoin,670634370557.0,35609127164.0,35787.0,31712.0
Bitcoin,666901325910.0,28858979692.0,35582.0,35787.0
Bitcoin,673761687974.0,35162612173.0,35881.0,35582.0
Bitcoin,715652442155.0,36330237284.0,38194.0,35881.0
Bitcoin,718016373177.0,36563438890.0,38321.0,38194.0
Bitcoin,756522207420.0,36706248352.0,40378.0,38321.0
Bitcoin,761104314502.0,45836408439.0,40625.0,40378.0
Bitcoin,733402631079.0,38185633278.0,39148.0,40625.0
Bitcoin,668148892256.0,35710196743.0,35666.0,39148.0
Bitcoin,698528023664.0,36358044263.0,37289.0,35666.0
Bitcoin,691681868464.0,42952476855.0,36903.0,37289.0
Bitcoin,705292677171.0,54511387836.0,37554.0,36903.0
Bitcoin,629018966290.0,46727462986.0,33557.0,37554.0
Bitcoin,626527049948.0,33345528753.0,33451.0,33557.0
Bitcoin,671131079524.0,27689283071.0,35834.0,33451.0
Bitcoin,662913486273.0,34068172836.0,35547.0,35834.0
Bitcoin,691747462828.0,39345490149.0,36939.0,35547.0
Bitcoin,733150718114.0,33396718845.0,39151.0,36939.0
Bitcoin,704531333543.0,31240691604.0,37686.0,39151.0
Bitcoin,688726381047.0,33536905028.0,36680.0,37686.0
Bitcoin,699138611681.0,37950798680.0,37341.0,36680.0
Bitcoin,668664301774.0,30650274658.0,35715.0,37341.0
Bitcoin,654239808357.0,43184025045.0,34775.0,35715.0
Bitcoin,668521654365.0,49991590068.0,35710.0,34775.0
Bitcoin,723137484747.0,40836817156.0,38643.0,35710.0
Bitcoin,737668726732.0,47026386118.0,39407.0,38643.0
Bitcoin,715248689990.0,48724794158.0,38211.0,39407.0
Bitcoin,723143072420.0,71163197727.0,38642.0,38211.0
Bitcoin,654558962028.0,84358034876.0,34978.0,38642.0
Bitcoin,702143968884.0,61178935274.0,37520.0,34978.0
Bitcoin,698762712554.0,88706010988.0,37340.0,37520.0
Bitcoin,759679496751.0,95001812131.0,40438.0,37340.0
Bitcoin,697785056488.0,141151477375.0,37287.0,40438.0
Bitcoin,800545278568.0,65037066859.0,43091.0,37287.0
Bitcoin,819256623329.0,84054878924.0,43781.0,43091.0
Bitcoin,871695620616.0,70636455914.0,46585.0,43781.0
Bitcoin,875321252276.0,62896879696.0,46781.0,46585.0
Bitcoin,935962705739.0,56820196965.0,49913.0,46781.0
Bitcoin,934964766186.0,104203551168.0,49973.0,49913.0
Bitcoin,935512493151.0,75523928654.0,50005.0,49973.0
Bitcoin,1064993057464.0,67726708141.0,56929.0,50005.0
Bitcoin,1045714370754.0,76672978748.0,55902.0,56929.0
Bitcoin,1088903483393.0,67906284081.0,58214.0,55902.0
Bitcoin,1099271802311.0,66812167538.0,58772.0,58214.0
Bitcoin,1072831991777.0,68154805947.0,57362.0,58772.0
Bitcoin,1056801053575.0,87510802711.0,56508.0,57362.0
Bitcoin,1070969079354.0,72158368258.0,57432.0,56508.0
Bitcoin,999775008412.0,71296763919.0,53464.0,57432.0
Bitcoin,1069571255196.0,54132470274.0,57200.0,53464.0
Bitcoin,1057850321949.0,39072664394.0,56601.0,57200.0
Bitcoin,1080897634123.0,43967070046.0,57813.0,56601.0
Bitcoin,1082721727348.0,53879045974.0,57829.0,57813.0
Bitcoin,1001973605935.0,46958036373.0,53597.0,57829.0
Bitcoin,1024625833392.0,48072930663.0,54811.0,53597.0
Bitcoin,1027617870422.0,48468560013.0,54992.0,54811.0
Bitcoin,1008389773190.0,60226926860.0,53979.0,54992.0
Bitcoin,915533819859.0,46233432154.0,48981.0,53979.0
Bitcoin,937014999515.0,49296256746.0,50133.0,48981.0
Bitcoin,956744203682.0,91138220375.0,51191.0,50133.0
Bitcoin,971174701493.0,77897442832.0,51966.0,51191.0
Bitcoin,1012699264346.0,56115370322.0,54190.0,51966.0
Bitcoin,1055145534127.0,68166802216.0,56295.0,54190.0
Bitcoin,1043148020633.0,66156275210.0,55721.0,56295.0
Bitcoin,1053618163310.0,102065957642.0,56289.0,55721.0
Bitcoin,1125592412523.0,63808212133.0,60274.0,56289.0
Bitcoin,1149602869702.0,86260673270.0,61497.0,60274.0
Bitcoin,1179561609817.0,60495376851.0,63180.0,61497.0
Bitcoin,1173412921930.0,80157135508.0,62807.0,63180.0
Bitcoin,1187737045885.0,71993120011.0,63577.0,62807.0
Bitcoin,1118532902102.0,55994558889.0,59911.0,63577.0
Bitcoin,1120606689450.0,46792500387.0,59988.0,59911.0
Bitcoin,1116221525334.0,61788197399.0,59979.0,59988.0
Bitcoin,1085794662405.0,45880879042.0,58153.0,59979.0
Bitcoin,1083362883828.0,48714359354.0,58066.0,58153.0
Bitcoin,1050759681845.0,67617613532.0,56134.0,58066.0
Bitcoin,1084341670321.0,61497704158.0,58062.0,56134.0
Bitcoin,1096202611390.0,54670173277.0,58707.0,58062.0
Bitcoin,1087344280110.0,46156767978.0,58229.0,58707.0
Bitcoin,1067101827373.0,52067853988.0,57060.0,58229.0
Bitcoin,1103133931137.0,52224918752.0,59060.0,57060.0
Bitcoin,1098583823874.0,54320681401.0,58801.0,59060.0
Bitcoin,1098127310947.0,57495844478.0,58817.0,58801.0
Bitcoin,1095293012033.0,52387542501.0,58669.0,58817.0
Bitcoin,1075942162537.0,57387039705.0,57635.0,58669.0
Bitcoin,1039333584621.0,49315845081.0,55728.0,57635.0
Bitcoin,1042184275333.0,47285749219.0,55832.0,55728.0
Bitcoin,1027209990795.0,55442557956.0,55033.0,55832.0
Bitcoin,959155260367.0,63401640503.0,51417.0,55033.0
Bitcoin,982797427007.0,73029051195.0,52527.0,51417.0
Bitcoin,1017637245492.0,60383378707.0,54585.0,52527.0
Bitcoin,1020641820439.0,62001716795.0,54370.0,54585.0
Bitcoin,1074356788297.0,55664123838.0,57574.0,54370.0
Bitcoin,1090022321078.0,54549112636.0,58376.0,57574.0
Bitcoin,1086741150607.0,51948388931.0,58243.0,58376.0
Bitcoin,1081065767946.0,58387006276.0,57922.0,58243.0
Bitcoin,1101028543248.0,63368268626.0,59015.0,57922.0
Bitcoin,1060221966895.0,63219904254.0,56830.0,59015.0
Bitcoin,1049197142852.0,70594488700.0,55805.0,56830.0
Bitcoin,1111684638819.0,48104078384.0,59429.0,55805.0
Bitcoin,1145191373522.0,67332756651.0,61315.0,59429.0
Bitcoin,1069776383194.0,59984971692.0,57354.0,61315.0
Bitcoin,1077836070933.0,64605228618.0,57789.0,57354.0
Bitcoin,1044805904678.0,63560545037.0,56020.0,57789.0
Bitcoin,1018978819157.0,57418251743.0,54700.0,56020.0
Bitcoin,974195000547.0,53568946626.0,52329.0,54700.0
Bitcoin,955040794770.0,46146324828.0,51313.0,52329.0
Bitcoin,916504852500.0,41478786533.0,49019.0,51313.0
Bitcoin,911379300053.0,56568112294.0,49092.0,49019.0
Bitcoin,908517236708.0,60749587836.0,48727.0,49092.0
Bitcoin,942969910364.0,59212268141.0,50577.0,48727.0
Bitcoin,905413239165.0,53499537417.0,48532.0,50577.0
Bitcoin,928146793676.0,63218569172.0,49787.0,48532.0
Bitcoin,838307614585.0,59679588927.0,44970.0,49787.0
Bitcoin,869649724201.0,50989764249.0,46654.0,44970.0
Bitcoin,869070614248.0,74357197464.0,46551.0,46654.0
Bitcoin,875883932252.0,60355381276.0,46993.0,46551.0
Bitcoin,929081504354.0,73140585469.0,49849.0,46993.0
Bitcoin,904133801445.0,116689607926.0,48692.0,49849.0
Bitcoin,1012091985973.0,101532021847.0,54411.0,48692.0
Bitcoin,1075380337358.0,61223272211.0,57669.0,54411.0
Bitcoin,1050555931433.0,77351787996.0,56378.0,57669.0
Bitcoin,1044189900352.0,71397235197.0,56039.0,56378.0
Bitcoin,963911356673.0,58486508606.0,51733.0,56039.0
Bitcoin,971516568848.0,68478739131.0,52144.0,51733.0
Bitcoin,917339726315.0,64141133354.0,49238.0,52144.0
Bitcoin,892345220938.0,61061855794.0,47898.0,49238.0
Bitcoin,905515462577.0,57738376570.0,48608.0,47898.0
Bitcoin,874425017687.0,55312381649.0,46941.0,48608.0
Bitcoin,880620921496.0,61942185129.0,47414.0,46941.0
Bitcoin,890629045244.0,66187179919.0,47816.0,47414.0
Bitcoin,839561451461.0,70000356396.0,44849.0,47816.0
Bitcoin,867164581003.0,78828431117.0,46570.0,44849.0
Bitcoin,862413737411.0,86994225365.0,46308.0,46570.0
Bitcoin,723434796638.0,53802559039.0,38833.0,46308.0
Bitcoin,732453192637.0,57076868562.0,39279.0,38833.0
Bitcoin,706320162929.0,47446256482.0,38008.0,39279.0
Bitcoin,686453802173.0,54494811707.0,36817.0,38008.0
Bitcoin,695794870716.0,49762137494.0,37495.0,36817.0
Bitcoin,660664104637.0,50730704377.0,35486.0,37495.0
Bitcoin,621908231690.0,49268860243.0,33406.0,35486.0
Bitcoin,615013848827.0,42488649643.0,33065.0,33406.0
Bitcoin,636624676861.0,52001249491.0,34200.0,33065.0
Bitcoin,635688668064.0,97468515525.0,34151.0,34200.0
Bitcoin,616625386428.0,51075972572.0,33128.0,34151.0
Bitcoin,566661443732.0,51514291052.0,30446.0,33128.0
Bitcoin,606573549810.0,48489676580.0,32582.0,30446.0
Bitcoin,602517850752.0,50410553261.0,32375.0,32582.0
Bitcoin,600595408892.0,42810544126.0,32274.0,32375.0
Bitcoin,596744391345.0,43575409685.0,32068.0,32274.0
Bitcoin,613271077002.0,69549742252.0,32958.0,32068.0
Bitcoin,575205510268.0,69415314298.0,30914.0,32958.0
Bitcoin,662434464441.0,58406615612.0,35587.0,30914.0
Bitcoin,671734819189.0,51736994549.0,36105.0,35587.0
Bitcoin,682647247200.0,46769030147.0,36595.0,36105.0
Bitcoin,672291934493.0,50749258739.0,35804.0,36595.0
Bitcoin,674660879866.0,55054325262.0,36255.0,35804.0
Bitcoin,684304915288.0,63450740093.0,36788.0,36255.0
Bitcoin,729751433670.0,57519444622.0,39233.0,36788.0
Bitcoin,696668634091.0,65278944794.0,37456.0,39233.0
Bitcoin,629751630408.0,68954134557.0,33938.0,37456.0
Bitcoin,663380898829.0,111691569520.0,35670.0,33938.0
Bitcoin,714078952009.0,73381123613.0,38398.0,35670.0
Bitcoin,749347201463.0,55921808672.0,40297.0,38398.0
Bitcoin,758971014787.0,82846468856.0,40816.0,40297.0
Bitcoin,735339707368.0,78642959829.0,39547.0,40816.0
Bitcoin,682743683563.0,71027195898.0,36934.0,39547.0
Bitcoin,633651671519.0,67420500716.0,34082.0,36934.0
Bitcoin,585726270249.0,74657165356.0,31516.0,34082.0
Bitcoin,613616917626.0,178894068361.0,33008.0,31516.0
Bitcoin,597887713054.0,57273436641.0,32164.0,33008.0
Bitcoin,545593282215.0,34089717988.0,29352.0,32164.0
Bitcoin,539438036436.0,43503516563.0,29022.0,29352.0
Bitcoin,535967306918.0,43341140482.0,28837.0,29022.0
Bitcoin,509680257177.0,38081840206.0,27425.0,28837.0
Bitcoin,503712223154.0,42186521237.0,27125.0,27425.0
Bitcoin,493427450341.0,56654980596.0,26423.0,27125.0
Bitcoin,491978602970.0,41995154623.0,26476.0,26423.0
Bitcoin,458416319552.0,36622874230.0,24671.0,26476.0
Bitcoin,441614502954.0,36826373659.0,23760.0,24671.0
Bitcoin,433051601801.0,42917744240.0,23308.0,23760.0
Bitcoin,441752551013.0,38733771616.0,23795.0,23308.0
Bitcoin,424329939582.0,38423396405.0,22841.0,23795.0
Bitcoin,436893169133.0,32907758818.0,23518.0,22841.0
Bitcoin,443289431125.0,35252972900.0,23864.0,23518.0
Bitcoin,429459534590.0,37000188847.0,23121.0,23864.0
Bitcoin,423587689809.0,60693764159.0,22806.0,23121.0
Bitcoin,396179736656.0,39062639738.0,21318.0,22806.0
Bitcoin,360542942205.0,24173322660.0,19432.36,21318.0
Bitcoin,357681110300.0,21638023120.0,19259.97,19432.36
Bitcoin,355642790361.0,23550581096.0,19151.13,19259.97
Bitcoin,349235537026.0,21918803314.0,18807.1,19151.13
Bitcoin,335310805699.0,26080197328.0,18058.03,18807.1
Bitcoin,339714540194.0,24092658534.0,18262.06,18058.03
Bitcoin,344693077430.0,29806757749.0,18564.99,18262.06
Bitcoin,340435142948.0,26799991796.0,18336.51,18564.99
Bitcoin,356587934226.0,22034483384.0,19198.81,18336.51
Bitcoin,358762118305.0,21832193873.0,19325.55,19198.81
Bitcoin,355244908735.0,23333284386.0,19139.11,19325.55
Bitcoin,347850442857.0,26369871383.0,18711.23,19139.11
Bitcoin,360661550057.0,24342606871.0,19435.2,18711.23
Bitcoin,356517705143.0,28923102075.0,19208.4,19435.2
Bitcoin,349587593227.0,38614628144.0,18857.42,19208.4
Bitcoin,363927715779.0,36160827241.0,19609.52,18857.42
Bitcoin,336495192223.0,23940328529.0,18169.95,19609.52
Bitcoin,328812520406.0,24501260966.0,17718.97,18169.95
Bitcoin,318057301370.0,30680336583.0,17140.28,17718.97
Bitcoin,317999016791.0,48738957777.0,17138.03,17140.28
Bitcoin,348158099247.0,32146102840.0,18753.29,17138.03
Bitcoin,354209935574.0,49429532567.0,19091.52,18753.29
Bitcoin,340635146714.0,33389683851.0,18360.69,19091.52
Bitcoin,342078349285.0,33010231294.0,18390.61,18360.69
Bitcoin,346623937352.0,31201880852.0,18689.53,18390.61
Bitcoin,345552251091.0,28731271104.0,18628.81,18689.53
Bitcoin,330526082019.0,30586797552.0,17819.76,18628.81
Bitcoin,330792375072.0,40089857655.0,17829.93,17819.76
Bitcoin,327448838765.0,31572384446.0,17651.82,17829.93
Bitcoin,309857769717.0,24606359052.0,16714.4,17651.82
Bitcoin,296277008765.0,19184714603.0,15984.67,16714.4
Bitcoin,298290647831.0,22096608221.0,16095.56,15984.67
Bitcoin,302672502422.0,24826304420.0,16326.81,16095.56
Bitcoin,301529322417.0,28001128791.0,16265.15,16326.81
Bitcoin,291215273242.0,23990613793.0,15686.91,16265.15
Bitcoin,283242342239.0,21918753733.0,15278.71,15686.91
Bitcoin,284292217076.0,29501754043.0,15335.34,15278.71
Bitcoin,287116472704.0,24082570972.0,15496.32,15335.34
Bitcoin,274687727890.0,30369855795.0,14818.46,15496.32
Bitcoin,288563189165.0,34523587705.0,15548.31,14818.46
Bitcoin,288118007577.0,36313255719.0,15553.33,15548.31
Bitcoin,261103557611.0,25857225138.0,14101.72,15553.33
Bitcoin,259277183165.0,22602862338.0,13989.98,14101.72
Bitcoin,251266177558.0,22630851230.0,13558.36,13989.98
Bitcoin,254260250528.0,19771957708.0,13720.36,13558.36
Bitcoin,255329261021.0,22691200479.0,13778.64,13720.36
Bitcoin,250845436638.0,23482756915.0,13537.17,13778.64
Bitcoin,249545455596.0,22860841954.0,13441.88,13537.17
Bitcoin,245661872194.0,26825856788.0,13283.0,13441.88
Bitcoin,253004886697.0,23918511528.0,13655.19,13283.0
Bitcoin,242141178090.0,21507619986.0,13060.79,13655.19
Bitcoin,241326618199.0,18998745579.0,13021.41,13060.79
Bitcoin,242785151288.0,19302801175.0,13106.05,13021.41
Bitcoin,239590543524.0,21379873278.0,12928.07,13106.05
Bitcoin,240257678154.0,25070864647.0,12951.04,12928.07
Bitcoin,236717318526.0,29314287990.0,12806.44,12951.04
Bitcoin,220404884319.0,21431994056.0,11908.71,12806.44
Bitcoin,217391050813.0,18121468516.0,11752.15,11908.71
Bitcoin,212752326976.0,15569792414.0,11495.9,11752.15
Bitcoin,210421523307.0,15650920221.0,11365.81,11495.9
Bitcoin,209993205751.0,20436703034.0,11319.1,11365.81
Bitcoin,212878404237.0,20511481707.0,11495.58,11319.1
Bitcoin,211756280001.0,20441486195.0,11435.57,11495.58
Bitcoin,211576163358.0,19556025069.0,11426.11,11435.57
Bitcoin,213726225963.0,20957733314.0,11543.18,11426.11
Bitcoin,210799352797.0,16270141990.0,11377.81,11543.18
Bitcoin,209268690953.0,19496631246.0,11286.54,11377.81
Bitcoin,204809205392.0,19254933802.0,11063.25,11286.54
Bitcoin,201518932274.0,19767968267.0,10888.67,11063.25
Bitcoin,197575523785.0,17222472600.0,10668.01,10888.67
Bitcoin,196314284797.0,19419734685.0,10605.96,10668.01
Bitcoin,199530129891.0,17853484006.0,10784.95,10605.96
Bitcoin,197494664454.0,16029160488.0,10670.7,10784.95
Bitcoin,195188285650.0,16039831145.0,10546.66,10670.7
Bitcoin,195660035180.0,21258724984.0,10572.67,10546.66
Bitcoin,196617081791.0,20889752500.0,10627.98,10572.67
Bitcoin,199310441689.0,18558607663.0,10770.88,10627.98
Bitcoin,200532996048.0,18308943801.0,10837.52,10770.88
Bitcoin,197720212771.0,19869963340.0,10672.03,10837.52
Bitcoin,199236216251.0,17639951628.0,10765.3,10672.03
Bitcoin,198687083452.0,16886146730.0,10743.19,10765.3
Bitcoin,197616950282.0,19119761059.0,10681.99,10743.19
Bitcoin,198514026300.0,21348447554.0,10726.53,10681.99
Bitcoin,189120580778.0,19981974722.0,10223.78,10726.53
Bitcoin,194731087415.0,19866578109.0,10527.59,10223.78
Bitcoin,193677795064.0,23757059692.0,10439.52,10527.59
Bitcoin,202032519471.0,20161733907.0,10923.33,10439.52
Bitcoin,204994315603.0,18334274060.0,11084.0,10923.33
Bitcoin,202091264905.0,20681771888.0,10927.15,11084.0
Bitcoin,202358479464.0,23547167125.0,10938.0,10927.15
Bitcoin,202524001250.0,24459086809.0,10952.25,10938.0
Bitcoin,199044338128.0,23802088944.0,10787.58,10952.25
Bitcoin,197010021430.0,23526143436.0,10661.1,10787.58
Bitcoin,190922719938.0,21057424433.0,10328.87,10661.1
Bitcoin,192997988416.0,19955498078.0,10439.38,10328.87
Bitcoin,192111562750.0,20796810116.0,10378.22,10439.38
Bitcoin,191180566587.0,77545788531.0,10342.16,10378.22
Bitcoin,188757938084.0,21357083446.0,10230.15,10342.16
Bitcoin,186825391249.0,47780699209.0,10125.01,10230.15
Bitcoin,191501904759.0,26560146962.0,10359.45,10125.01
Bitcoin,189621410257.0,28801019507.0,10260.02,10359.45
Bitcoin,188092098308.0,56430042199.0,10177.79,10260.02
Bitcoin,194040447576.0,27623487077.0,10484.47,10177.79
Bitcoin,188438095255.0,49411126241.0,10197.46,10484.47
Bitcoin,210746091570.0,26038738389.0,11418.25,10197.46
Bitcoin,221315690777.0,25232603062.0,11895.23,11418.25
Bitcoin,215921598551.0,21077276618.0,11672.32,11895.23
Bitcoin,216179629567.0,19909556667.0,11701.0,11672.32
Bitcoin,212114842612.0,18415439614.0,11481.48,11701.0
Bitcoin,212799723685.0,19271253871.0,11519.12,11481.48
Bitcoin,208747591910.0,21595917446.0,11300.4,11519.12
Bitcoin,211778947737.0,20869928786.0,11465.0,11300.4
Bitcoin,209658632328.0,23423332919.0,11350.75,11465.0
Bitcoin,217410678530.0,20061559392.0,11758.83,11350.75
Bitcoin,215347356765.0,18467219109.0,11647.93,11758.83
Bitcoin,215641597240.0,19572783954.0,11676.39,11647.93
Bitcoin,212896669546.0,23406354443.0,11515.12,11676.39
Bitcoin,219044968221.0,20353349055.0,11861.84,11515.12
Bitcoin,216660276173.0,23384200656.0,11733.28,11861.84
Bitcoin,220980135332.0,24825715159.0,11949.61,11733.28
Bitcoin,226536103502.0,25481896191.0,12272.47,11949.61
Bitcoin,219750735623.0,19209711614.0,11901.78,12272.47
Bitcoin,219049736823.0,21285690553.0,11864.91,11901.78
Bitcoin,216916952670.0,21650925952.0,11777.39,11864.91
Bitcoin,217185020505.0,24755770184.0,11817.16,11777.39
Bitcoin,213770877598.0,22803776235.0,11579.87,11817.16
Bitcoin,210825577055.0,24448699831.0,11398.67,11579.87
Bitcoin,218920276229.0,24145919191.0,11862.94,11398.67
