date,name,market_cap,volume,open,close,%_market_cap,%_volume,%_open,%_close,time_stamps
2021-10-15,Bitcoin,1082900149763.0,35994603913.0,57452.0,61809.0,-0.043,-12.67,-0.063,7.584,2021-12-03
2021-10-14,Bitcoin,1083366079899.0,41216945749.0,57488.0,57452.0,2.028,2.987,2.047,-0.063,2021-12-03
2021-10-13,Bitcoin,1061829863954.0,40021384611.0,56335.0,57488.0,-2.112,-4.514,-2.15,2.047,2021-12-03
2021-10-12,Bitcoin,1084736227838.0,41913482915.0,57573.0,56335.0,5.234,8.642,5.229,-2.15,2021-12-03
2021-10-11,Bitcoin,1030788036762.0,38579271671.0,54712.0,57573.0,-0.745,20.835,-0.749,5.229,2021-12-03
2021-10-10,Bitcoin,1038524699061.0,31927344846.0,55125.0,54712.0,2.152,-5.918,2.063,-0.749,2021-12-03
2021-10-09,Bitcoin,1016650501581.0,33935485257.0,54011.0,55125.0,0.138,-7.153,0.215,2.063,2021-12-03
2021-10-08,Bitcoin,1015246512239.0,36549815857.0,53895.0,54011.0,-2.817,-24.581,-2.743,0.215,2021-12-03
2021-10-07,Bitcoin,1044675252844.0,48462388016.0,55415.0,53895.0,7.362,36.589,7.25,-2.743,2021-12-03
2021-10-06,Bitcoin,973040988103.0,35480330025.0,51669.0,55415.0,4.875,8.53,4.89,7.25,2021-12-03
2021-10-05,Bitcoin,927812140868.0,32691763060.0,49260.0,51669.0,1.92,25.57,2.023,4.89,2021-12-03
2021-10-04,Bitcoin,910331395887.0,26034594562.0,48283.0,49260.0,1.083,-12.466,1.057,2.023,2021-12-03
2021-10-03,Bitcoin,900582483713.0,29742127388.0,47778.0,48283.0,-0.7,-29.336,-0.838,1.057,2021-12-03
2021-10-02,Bitcoin,906929641889.0,42089383190.0,48182.0,47778.0,9.554,36.389,9.857,-0.838,2021-12-03
2021-10-01,Bitcoin,827840965060.0,30859918335.0,43859.0,48182.0,5.777,2.631,5.461,9.857,2021-12-03
2021-09-30,Bitcoin,782626384092.0,30068690312.0,41588.0,43859.0,0.915,1.269,1.409,5.461,2021-12-03
2021-09-29,Bitcoin,775534111089.0,29691944223.0,41010.0,41588.0,-2.435,-2.596,-2.928,1.409,2021-12-03
2021-09-28,Bitcoin,794889951096.0,30483144439.0,42247.0,41010.0,-3.69,0.067,-2.515,-2.928,2021-12-03
2021-09-27,Bitcoin,825341135636.0,30462815705.0,43337.0,42247.0,2.111,-1.409,1.12,-2.515,2021-12-03
2021-09-26,Bitcoin,808279417023.0,30898116660.0,42857.0,43337.0,-0.184,-28.099,0.246,1.12,2021-12-03
2021-09-25,Bitcoin,809772498813.0,42973070343.0,42752.0,42857.0,-4.352,27.916,-4.955,0.246,2021-12-03
2021-09-24,Bitcoin,846615719474.0,33594750550.0,44981.0,42752.0,3.188,-8.272,3.198,-4.955,2021-12-03
2021-09-23,Bitcoin,820460824051.0,36624234960.0,43587.0,44981.0,7.842,-20.279,7.923,3.198,2021-12-03
2021-09-22,Bitcoin,760802031651.0,45940419565.0,40387.0,43587.0,-5.587,11.452,-5.93,7.923,2021-12-03
2021-09-21,Bitcoin,805826302811.0,41220025454.0,42933.0,40387.0,-9.616,57.55,-9.369,-5.93,2021-12-03
2021-09-20,Bitcoin,891560241243.0,26163167369.0,47371.0,42933.0,-1.806,-5.31,-1.856,-9.369,2021-12-03
2021-09-19,Bitcoin,907957032341.0,27630476158.0,48267.0,47371.0,1.722,-0.363,2.198,-1.856,2021-12-03
2021-09-18,Bitcoin,892585184978.0,27731209179.0,47229.0,48267.0,-0.933,-12.184,-1.358,2.198,2021-12-03
2021-09-17,Bitcoin,900990520812.0,31578783375.0,47879.0,47229.0,-0.633,5.13,-0.639,-1.358,2021-12-03
2021-09-16,Bitcoin,906727769791.0,30037816650.0,48187.0,47879.0,2.279,-22.274,2.232,-0.639,2021-12-03
2021-09-15,Bitcoin,886524004597.0,38645575966.0,47135.0,48187.0,4.421,-5.008,4.42,2.232,2021-12-03
2021-09-14,Bitcoin,848992511474.0,40683028028.0,45140.0,47135.0,-2.316,47.478,-2.284,4.42,2021-12-03
2021-09-13,Bitcoin,869122611514.0,27585855039.0,46195.0,45140.0,2.27,-19.246,2.21,-2.284,2021-12-03
2021-09-12,Bitcoin,849828231596.0,34160277726.0,45196.0,46195.0,0.903,-10.227,0.877,2.21,2021-12-03
2021-09-11,Bitcoin,842222636395.0,38051987740.0,44803.0,45196.0,-3.876,-1.371,-3.689,0.877,2021-12-03
2021-09-10,Bitcoin,876179332244.0,38581092904.0,46519.0,44803.0,1.072,-19.875,0.942,-3.689,2021-12-03
2021-09-09,Bitcoin,866885887154.0,48151104381.0,46085.0,46519.0,-1.707,-24.776,-1.936,0.942,2021-12-03
2021-09-08,Bitcoin,881943904969.0,64010507329.0,46995.0,46085.0,-11.172,70.547,-10.893,-1.936,2021-12-03
2021-09-07,Bitcoin,992868819862.0,37532574717.0,52740.0,46995.0,2.222,18.156,2.019,-10.893,2021-12-03
2021-09-06,Bitcoin,971284117138.0,31765191430.0,51696.0,52740.0,3.269,-14.115,3.365,2.019,2021-12-03
2021-09-05,Bitcoin,940538655660.0,36985805207.0,50013.0,51696.0,0.346,-13.855,0.156,3.365,2021-12-03
2021-09-04,Bitcoin,937295558515.0,42934455726.0,49935.0,50013.0,1.075,9.074,1.208,0.156,2021-12-03
2021-09-03,Bitcoin,927323146557.0,39362789535.0,49339.0,49935.0,1.009,0.774,1.057,1.208,2021-12-03
2021-09-02,Bitcoin,918058330851.0,39060601275.0,48823.0,49339.0,3.151,12.021,3.144,1.057,2021-12-03
2021-09-01,Bitcoin,890014982635.0,34868965959.0,47335.0,48823.0,0.484,7.866,0.448,3.144,2021-12-03
2021-08-31,Bitcoin,885729258053.0,32326073272.0,47124.0,47335.0,-3.674,23.171,-3.646,0.448,2021-12-03
2021-08-30,Bitcoin,919515378469.0,26244843558.0,48907.0,47124.0,-0.055,-7.886,-0.061,-3.646,2021-12-03
2021-08-29,Bitcoin,920017911099.0,28491785397.0,48937.0,48907.0,-0.32,-17.673,-0.297,-0.061,2021-12-03
2021-08-28,Bitcoin,922969799299.0,34607868773.0,49083.0,48937.0,3.958,2.466,3.926,-0.297,2021-12-03
2021-08-27,Bitcoin,887832142450.0,33774857003.0,47229.0,49083.0,-3.636,0.768,-3.62,3.926,2021-12-03
2021-08-26,Bitcoin,921328247354.0,33517327124.0,49003.0,47229.0,2.087,-12.686,2.215,-3.62,2021-12-03
2021-08-25,Bitcoin,902489541308.0,38387146175.0,47941.0,49003.0,-3.034,7.226,-3.187,2.215,2021-12-03
2021-08-24,Bitcoin,930729196214.0,35800255386.0,49519.0,47941.0,0.551,32.055,0.544,-3.187,2021-12-03
2021-08-23,Bitcoin,925630106451.0,27110183703.0,49251.0,49519.0,0.53,-35.678,0.648,0.544,2021-12-03
2021-08-22,Bitcoin,920750216465.0,42147725293.0,48934.0,49251.0,-0.245,15.482,-0.533,0.648,2021-12-03
2021-08-21,Bitcoin,923013359587.0,36497089237.0,49196.0,48934.0,6.381,-5.042,5.243,-0.533,2021-12-03
2021-08-20,Bitcoin,867650725473.0,38434805723.0,46745.0,49196.0,2.421,10.862,3.843,5.243,2021-12-03
2021-08-19,Bitcoin,847143004615.0,34668999388.0,45015.0,46745.0,1.239,0.524,1.08,3.843,2021-12-03
2021-08-18,Bitcoin,836777066606.0,34488116651.0,44534.0,45015.0,-3.418,0.779,-3.254,1.08,2021-12-03
2021-08-17,Bitcoin,866391335029.0,34221605780.0,46032.0,44534.0,-1.869,4.131,-2.112,-3.254,2021-12-03
2021-08-16,Bitcoin,882888202378.0,32863850458.0,47025.0,46032.0,-0.418,-1.294,-0.136,-2.112,2021-12-03
2021-08-15,Bitcoin,886593539913.0,33294851811.0,47089.0,47025.0,-0.949,-2.989,-1.316,-0.136,2021-12-03
2021-08-14,Bitcoin,895084141169.0,34320865037.0,47717.0,47089.0,7.06,-4.235,7.241,-1.316,2021-12-03
2021-08-13,Bitcoin,836054770492.0,35838614930.0,44495.0,47717.0,-2.519,0.445,-2.534,7.241,2021-12-03
2021-08-12,Bitcoin,857660568377.0,35679832771.0,45652.0,44495.0,0.388,0.028,0.026,-2.534,2021-12-03
2021-08-11,Bitcoin,854344953099.0,35669862362.0,45640.0,45652.0,-0.872,-16.516,-1.449,0.026,2021-12-03
2021-08-10,Bitcoin,861862844506.0,42726733998.0,46311.0,45640.0,4.887,7.805,5.846,-1.449,2021-12-03
2021-08-09,Bitcoin,821704814136.0,39633218479.0,43753.0,46311.0,-1.998,-7.237,-2.005,5.846,2021-12-03
2021-08-08,Bitcoin,838457486988.0,42725276705.0,44648.0,43753.0,4.305,4.615,4.313,-2.005,2021-12-03
2021-08-07,Bitcoin,803853127161.0,40840608017.0,42802.0,44648.0,4.612,6.003,4.843,4.313,2021-12-03
2021-08-06,Bitcoin,768416417394.0,38527930905.0,40825.0,42802.0,2.855,38.834,2.699,4.843,2021-12-03
2021-08-05,Bitcoin,747085951935.0,27751046040.0,39752.0,40825.0,3.642,-2.364,3.607,2.699,2021-12-03
2021-08-04,Bitcoin,720835141114.0,28422901237.0,38368.0,39752.0,-2.252,1.302,-2.319,3.607,2021-12-03
2021-08-03,Bitcoin,737440183776.0,28057528866.0,39279.0,38368.0,-1.333,-1.743,-1.593,-2.319,2021-12-03
2021-08-02,Bitcoin,747403845432.0,28555173662.0,39915.0,39279.0,-4.975,-19.632,-4.819,-5.928,2021-12-03
2021-08-01,Bitcoin,786531956384.0,35530501783.0,41936.0,41754.0,0.0,0.0,0.0,0.0,2021-12-03
2021-07-31,Bitcoin,786531956384.0,35530501783.0,41936.0,41754.0,4.814,23.725,4.898,-0.434,2021-12-03
2021-07-30,Bitcoin,750407963580.0,28717414113.0,39978.0,41936.0,-0.128,-30.582,-0.132,4.898,2021-12-03
2021-07-29,Bitcoin,751371299911.0,41369107423.0,40031.0,39978.0,2.603,13.647,2.441,-0.132,2021-12-03
2021-07-28,Bitcoin,732311951673.0,36401287454.0,39077.0,40031.0,4.33,-32.024,4.815,2.441,2021-12-03
2021-07-27,Bitcoin,701921012035.0,53550491998.0,37282.0,39077.0,5.603,155.866,5.15,4.815,2021-12-03
2021-07-26,Bitcoin,664681184169.0,20929083221.0,35456.0,37282.0,3.531,-5.385,3.63,5.15,2021-12-03
2021-07-25,Bitcoin,642012590041.0,22120323672.0,34214.0,35456.0,2.272,-3.562,2.266,3.63,2021-12-03
2021-07-24,Bitcoin,627747173675.0,22937379735.0,33456.0,34214.0,3.312,16.188,3.231,2.266,2021-12-03
2021-07-23,Bitcoin,607621607805.0,19741588059.0,32409.0,33456.0,0.374,-32.091,0.077,3.231,2021-12-03
2021-07-22,Bitcoin,605357009417.0,29070652060.0,32384.0,32409.0,7.764,26.392,8.048,0.077,2021-12-03
2021-07-21,Bitcoin,561743228117.0,23000299062.0,29972.0,32384.0,-3.19,14.455,-3.091,8.048,2021-12-03
2021-07-20,Bitcoin,580252472383.0,20095540828.0,30928.0,29972.0,-2.947,13.265,-3.105,-3.091,2021-12-03
2021-07-19,Bitcoin,597872278369.0,17742105808.0,31919.0,30928.0,0.893,0.15,1.045,-3.105,2021-12-03
2021-07-18,Bitcoin,592581931071.0,17715455995.0,31589.0,31919.0,0.694,-21.861,0.602,1.045,2021-12-03
2021-07-17,Bitcoin,588495008676.0,22671859963.0,31400.0,31589.0,-1.15,5.168,-1.028,0.602,2021-12-03
2021-07-16,Bitcoin,595342431374.0,21557729227.0,31726.0,31400.0,-3.462,-1.016,-3.507,-1.028,2021-12-03
2021-07-15,Bitcoin,616691143980.0,21779069066.0,32879.0,31726.0,0.602,9.264,0.621,-3.507,2021-12-03
2021-07-14,Bitcoin,613002045101.0,19932531700.0,32676.0,32879.0,-1.66,-8.077,-1.765,0.621,2021-12-03
2021-07-13,Bitcoin,623350567667.0,21683885321.0,33263.0,32676.0,-3.107,21.828,-3.023,-1.765,2021-12-03
2021-07-12,Bitcoin,643335853171.0,17798828844.0,34300.0,33263.0,1.764,-13.423,1.765,-3.023,2021-12-03
2021-07-11,Bitcoin,632185737683.0,20558304484.0,33705.0,34300.0,-0.756,-15.336,-0.783,1.765,2021-12-03
2021-07-10,Bitcoin,637000370375.0,24282108111.0,33971.0,33705.0,3.098,-16.458,3.149,-0.783,2021-12-03
2021-07-09,Bitcoin,617861633772.0,29065577052.0,32934.0,33971.0,-2.89,22.68,-2.941,3.149,2021-12-03
2021-07-08,Bitcoin,636246944189.0,23692220470.0,33932.0,32934.0,-0.649,-9.249,-0.638,-2.941,2021-12-03
2021-07-07,Bitcoin,640405812762.0,26106856612.0,34150.0,33932.0,0.683,0.819,0.654,-0.638,2021-12-03
2021-07-06,Bitcoin,636061920915.0,25894820185.0,33928.0,34150.0,-4.146,13.934,-4.142,0.654,2021-12-03
2021-07-05,Bitcoin,663571591568.0,22727930418.0,35394.0,33928.0,2.028,-1.123,1.912,-4.142,2021-12-03
2021-07-04,Bitcoin,650382046625.0,22986053605.0,34730.0,35394.0,2.635,-8.364,2.294,1.912,2021-12-03
2021-07-03,Bitcoin,633684390026.0,25084046353.0,33951.0,34730.0,0.607,-13.888,0.811,2.294,2021-12-03
2021-07-02,Bitcoin,629863895572.0,29129630236.0,33678.0,33951.0,-4.595,-6.107,-4.245,0.811,2021-12-03
2021-07-01,Bitcoin,660200427590.0,31024153847.0,35171.0,33678.0,-2.081,-11.666,-2.219,-4.245,2021-12-03
2021-06-30,Bitcoin,674231340724.0,35121257876.0,35969.0,35171.0,4.09,8.219,4.086,-2.219,2021-12-03
2021-06-29,Bitcoin,647741224117.0,32453802891.0,34557.0,35969.0,-0.234,-5.48,-0.144,4.086,2021-12-03
2021-06-28,Bitcoin,649262127990.0,34335452117.0,34607.0,34557.0,8.168,-6.882,8.066,-0.144,2021-12-03
2021-06-27,Bitcoin,600235334321.0,36873109420.0,32024.0,34607.0,0.256,-4.561,-7.645,8.066,2021-12-03
2021-06-26,Bitcoin,598703019611.0,38635245431.0,34675.0,32024.0,-7.94,21.258,0.0,0.254,2021-12-03
2021-06-25,Bitcoin,650340461976.0,31862051544.0,34675.0,31943.0,2.961,-19.941,2.884,-7.879,2021-12-03
2021-06-24,Bitcoin,631634847766.0,39798236962.0,33703.0,34675.0,4.131,-30.717,3.676,2.884,2021-12-03
2021-06-23,Bitcoin,606580031923.0,57443014758.0,32508.0,33703.0,1.378,10.736,2.51,3.676,2021-12-03
2021-06-22,Bitcoin,598335733136.0,51873870277.0,31712.0,32508.0,-10.781,45.676,-11.387,2.51,2021-12-03
2021-06-21,Bitcoin,670634370557.0,35609127164.0,35787.0,31712.0,0.56,23.39,0.576,-11.387,2021-12-03
2021-06-20,Bitcoin,666901325910.0,28858979692.0,35582.0,35787.0,-1.018,-17.927,-0.833,0.576,2021-12-03
2021-06-19,Bitcoin,673761687974.0,35162612173.0,35881.0,35582.0,-5.854,-3.214,-6.056,-0.833,2021-12-03
2021-06-18,Bitcoin,715652442155.0,36330237284.0,38194.0,35881.0,-0.329,-0.638,-0.331,-6.056,2021-12-03
2021-06-17,Bitcoin,718016373177.0,36563438890.0,38321.0,38194.0,-5.09,-0.389,-5.094,-0.331,2021-12-03
2021-06-16,Bitcoin,756522207420.0,36706248352.0,40378.0,38321.0,-0.602,-19.919,-0.608,-5.094,2021-12-03
2021-06-15,Bitcoin,761104314502.0,45836408439.0,40625.0,40378.0,3.777,20.036,3.773,-0.608,2021-12-03
2021-06-14,Bitcoin,733402631079.0,38185633278.0,39148.0,40625.0,9.766,6.932,9.763,3.773,2021-12-03
2021-06-13,Bitcoin,668148892256.0,35710196743.0,35666.0,39148.0,-4.349,-1.782,-4.352,9.763,2021-12-03
2021-06-12,Bitcoin,698528023664.0,36358044263.0,37289.0,35666.0,0.99,-15.353,1.046,-4.352,2021-12-03
2021-06-11,Bitcoin,691681868464.0,42952476855.0,36903.0,37289.0,-1.93,-21.205,-1.734,1.046,2021-12-03
2021-06-10,Bitcoin,705292677171.0,54511387836.0,37554.0,36903.0,12.126,16.658,11.911,-1.734,2021-12-03
2021-06-09,Bitcoin,629018966290.0,46727462986.0,33557.0,37554.0,0.398,40.131,0.317,11.911,2021-12-03
2021-06-08,Bitcoin,626527049948.0,33345528753.0,33451.0,33557.0,-6.646,20.428,-6.65,0.317,2021-12-03
2021-06-07,Bitcoin,671131079524.0,27689283071.0,35834.0,33451.0,1.24,-18.724,0.807,-6.65,2021-12-03
2021-06-06,Bitcoin,662913486273.0,34068172836.0,35547.0,35834.0,-4.168,-13.413,-3.768,0.807,2021-12-03
2021-06-05,Bitcoin,691747462828.0,39345490149.0,36939.0,35547.0,-5.647,17.812,-5.65,-3.768,2021-12-03
2021-06-04,Bitcoin,733150718114.0,33396718845.0,39151.0,36939.0,4.062,6.901,3.887,-5.65,2021-12-03
2021-06-03,Bitcoin,704531333543.0,31240691604.0,37686.0,39151.0,2.295,-6.847,2.743,3.887,2021-12-03
2021-06-02,Bitcoin,688726381047.0,33536905028.0,36680.0,37686.0,-1.489,-11.631,-1.77,2.743,2021-12-03
2021-06-01,Bitcoin,699138611681.0,37950798680.0,37341.0,36680.0,4.557,23.819,4.553,-1.77,2021-12-03
2021-05-31,Bitcoin,668664301774.0,30650274658.0,35715.0,37341.0,2.205,-29.024,2.703,4.553,2021-12-03
2021-05-30,Bitcoin,654239808357.0,43184025045.0,34775.0,35715.0,-2.136,-13.617,-2.618,2.703,2021-12-03
2021-05-29,Bitcoin,668521654365.0,49991590068.0,35710.0,34775.0,-7.553,22.418,-7.59,-2.618,2021-12-03
2021-05-28,Bitcoin,723137484747.0,40836817156.0,38643.0,35710.0,-1.97,-13.162,-1.939,-7.59,2021-12-03
2021-05-27,Bitcoin,737668726732.0,47026386118.0,39407.0,38643.0,3.135,-3.486,3.13,-1.939,2021-12-03
2021-05-26,Bitcoin,715248689990.0,48724794158.0,38211.0,39407.0,-1.092,-31.531,-1.115,3.13,2021-12-03
2021-05-25,Bitcoin,723143072420.0,71163197727.0,38642.0,38211.0,10.478,-15.641,10.475,-1.115,2021-12-03
2021-05-24,Bitcoin,654558962028.0,84358034876.0,34978.0,38642.0,-6.777,37.887,-6.775,10.475,2021-12-03
2021-05-23,Bitcoin,702143968884.0,61178935274.0,37520.0,34978.0,0.484,-31.032,0.482,-6.775,2021-12-03
2021-05-22,Bitcoin,698762712554.0,88706010988.0,37340.0,37520.0,-8.019,-6.627,-7.661,0.482,2021-12-03
2021-05-21,Bitcoin,759679496751.0,95001812131.0,40438.0,37340.0,8.87,-32.695,8.451,-7.661,2021-12-03
2021-05-20,Bitcoin,697785056488.0,141151477375.0,37287.0,40438.0,-12.836,117.032,-13.469,8.451,2021-12-03
2021-05-19,Bitcoin,800545278568.0,65037066859.0,43091.0,37287.0,-2.284,-22.625,-1.576,-13.469,2021-12-03
2021-05-18,Bitcoin,819256623329.0,84054878924.0,43781.0,43091.0,-6.016,18.996,-6.019,-1.576,2021-12-03
2021-05-17,Bitcoin,871695620616.0,70636455914.0,46585.0,43781.0,-0.414,12.305,-0.419,-6.019,2021-12-03
2021-05-16,Bitcoin,875321252276.0,62896879696.0,46781.0,46585.0,-6.479,10.695,-6.275,-0.419,2021-12-03
2021-05-15,Bitcoin,935962705739.0,56820196965.0,49913.0,46781.0,0.107,-45.472,-0.12,-6.275,2021-12-03
2021-05-14,Bitcoin,934964766186.0,104203551168.0,49973.0,49913.0,-0.059,37.974,-0.064,-0.12,2021-12-03
2021-05-13,Bitcoin,935512493151.0,75523928654.0,50005.0,49973.0,-12.158,11.513,-12.163,-0.064,2021-12-03
2021-05-12,Bitcoin,1064993057464.0,67726708141.0,56929.0,50005.0,1.844,-11.668,1.837,-12.163,2021-12-03
2021-05-11,Bitcoin,1045714370754.0,76672978748.0,55902.0,56929.0,-3.966,12.91,-3.972,1.837,2021-12-03
2021-05-10,Bitcoin,1088903483393.0,67906284081.0,58214.0,55902.0,-0.943,1.638,-0.949,-3.972,2021-12-03
2021-05-09,Bitcoin,1099271802311.0,66812167538.0,58772.0,58214.0,2.464,-1.97,2.458,-0.949,2021-12-03
2021-05-08,Bitcoin,1072831991777.0,68154805947.0,57362.0,58772.0,1.517,-22.118,1.511,2.458,2021-12-03
2021-05-07,Bitcoin,1056801053575.0,87510802711.0,56508.0,57362.0,-1.323,21.276,-1.609,1.511,2021-12-03
2021-05-06,Bitcoin,1070969079354.0,72158368258.0,57432.0,56508.0,7.121,1.208,7.422,-1.609,2021-12-03
2021-05-05,Bitcoin,999775008412.0,71296763919.0,53464.0,57432.0,-6.526,31.708,-6.531,7.422,2021-12-03
2021-05-04,Bitcoin,1069571255196.0,54132470274.0,57200.0,53464.0,1.108,38.543,1.058,-6.531,2021-12-03
2021-05-03,Bitcoin,1057850321949.0,39072664394.0,56601.0,57200.0,-2.132,-11.132,-2.096,1.058,2021-12-03
2021-05-02,Bitcoin,1080897634123.0,43967070046.0,57813.0,56601.0,-0.168,-18.397,-0.028,-2.096,2021-12-03
2021-05-01,Bitcoin,1082721727348.0,53879045974.0,57829.0,57813.0,8.059,14.739,7.896,-0.028,2021-12-03
2021-04-30,Bitcoin,1001973605935.0,46958036373.0,53597.0,57829.0,-2.211,-2.319,-2.215,7.896,2021-12-03
2021-04-29,Bitcoin,1024625833392.0,48072930663.0,54811.0,53597.0,-0.291,-0.816,-0.329,-2.215,2021-12-03
2021-04-28,Bitcoin,1027617870422.0,48468560013.0,54992.0,54811.0,1.907,-19.523,1.877,-0.329,2021-12-03
2021-04-27,Bitcoin,1008389773190.0,60226926860.0,53979.0,54992.0,10.142,30.267,10.204,1.877,2021-12-03
2021-04-26,Bitcoin,915533819859.0,46233432154.0,48981.0,53979.0,-2.293,-6.213,-2.298,10.204,2021-12-03
2021-04-25,Bitcoin,937014999515.0,49296256746.0,50133.0,48981.0,-2.062,-45.91,-2.067,-2.298,2021-12-03
2021-04-24,Bitcoin,956744203682.0,91138220375.0,51191.0,50133.0,-1.486,16.998,-1.491,-2.067,2021-12-03
2021-04-23,Bitcoin,971174701493.0,77897442832.0,51966.0,51191.0,-4.1,38.817,-4.104,-1.491,2021-12-03
2021-04-22,Bitcoin,1012699264346.0,56115370322.0,54190.0,51966.0,-4.023,-17.679,-3.739,-4.104,2021-12-03
2021-04-21,Bitcoin,1055145534127.0,68166802216.0,56295.0,54190.0,1.15,3.039,1.03,-3.739,2021-12-03
2021-04-20,Bitcoin,1043148020633.0,66156275210.0,55721.0,56295.0,-0.994,-35.183,-1.009,1.03,2021-12-03
2021-04-19,Bitcoin,1053618163310.0,102065957642.0,56289.0,55721.0,-6.394,59.957,-6.611,-1.009,2021-12-03
2021-04-18,Bitcoin,1125592412523.0,63808212133.0,60274.0,56289.0,-2.089,-26.029,-1.989,-6.611,2021-12-03
2021-04-17,Bitcoin,1149602869702.0,86260673270.0,61497.0,60274.0,-2.54,42.591,-2.664,-1.989,2021-12-03
2021-04-16,Bitcoin,1179561609817.0,60495376851.0,63180.0,61497.0,0.524,-24.529,0.594,-2.664,2021-12-03
2021-04-15,Bitcoin,1173412921930.0,80157135508.0,62807.0,63180.0,-1.206,11.34,-1.211,0.594,2021-12-03
2021-04-14,Bitcoin,1187737045885.0,71993120011.0,63577.0,62807.0,6.187,28.572,6.119,-1.211,2021-12-03
2021-04-13,Bitcoin,1118532902102.0,55994558889.0,59911.0,63577.0,-0.185,19.666,-0.128,6.119,2021-12-03
2021-04-12,Bitcoin,1120606689450.0,46792500387.0,59988.0,59911.0,0.393,-24.27,0.015,-0.128,2021-12-03
2021-04-11,Bitcoin,1116221525334.0,61788197399.0,59979.0,59988.0,2.802,34.671,3.14,0.015,2021-12-03
2021-04-10,Bitcoin,1085794662405.0,45880879042.0,58153.0,59979.0,0.224,-5.817,0.15,3.14,2021-12-03
2021-04-09,Bitcoin,1083362883828.0,48714359354.0,58066.0,58153.0,3.103,-27.956,3.442,0.15,2021-12-03
2021-04-08,Bitcoin,1050759681845.0,67617613532.0,56134.0,58066.0,-3.097,9.951,-3.321,3.442,2021-12-03
2021-04-07,Bitcoin,1084341670321.0,61497704158.0,58062.0,56134.0,-1.082,12.489,-1.099,-3.321,2021-12-03
2021-04-06,Bitcoin,1096202611390.0,54670173277.0,58707.0,58062.0,0.815,18.445,0.821,-1.099,2021-12-03
2021-04-05,Bitcoin,1087344280110.0,46156767978.0,58229.0,58707.0,1.897,-11.353,2.049,0.821,2021-12-03
2021-04-04,Bitcoin,1067101827373.0,52067853988.0,57060.0,58229.0,-3.266,-0.301,-3.386,2.049,2021-12-03
2021-04-03,Bitcoin,1103133931137.0,52224918752.0,59060.0,57060.0,0.414,-3.858,0.44,-3.386,2021-12-03
2021-04-02,Bitcoin,1098583823874.0,54320681401.0,58801.0,59060.0,0.042,-5.522,-0.027,0.44,2021-12-03
2021-04-01,Bitcoin,1098127310947.0,57495844478.0,58817.0,58801.0,0.259,9.751,0.252,-0.027,2021-12-03
2021-03-31,Bitcoin,1095293012033.0,52387542501.0,58669.0,58817.0,1.799,-8.712,1.794,0.252,2021-12-03
2021-03-30,Bitcoin,1075942162537.0,57387039705.0,57635.0,58669.0,3.522,16.366,3.422,1.794,2021-12-03
2021-03-29,Bitcoin,1039333584621.0,49315845081.0,55728.0,57635.0,-0.274,4.293,-0.186,3.422,2021-12-03
2021-03-28,Bitcoin,1042184275333.0,47285749219.0,55832.0,55728.0,1.458,-14.712,1.452,-0.186,2021-12-03
